ID-0000000000-1@1000019905492@{"sourceType":"user","date":"2013-06-01","ts":1369779246614,"actionName":"pageNav","targetId":"http://www.ejemplo_web.es/app/catalog.do?action=SubmitCatalogSearch&mainCategoryId=32&subCategoryId=406&makeId&sortingList=9&minPrice=maxPrice&startIndex&endIndex","targetType":"page","sourceId":"1000019905492"}
ID-0000000000-1@1000019905492@{"sourceType":"user","date":"2013-06-01","ts":1369779199705,"actionName":"productNav","targetId":"23854","targetType":"product","sourceId":"1000019905492"}
ID-0000000000-1@10000199054922@{"sourceType":"user","date":"2013-06-01","ts":1369779125575,"actionName":"pageNav","targetId":"http://www.ejemplo_web.es/app/catalog.do?action=SubmitCatalogSearch&mainCategoryId&58&subCategoryId&474&makeId&&sortingList&9&minPrice&&maxPrice&startIndex&endIndex","targetType":"page","sourceId":"1000019905492"}
ID-0000000000-1@1000019905492@{"sourceType":"user","date":"2013-06-01","ts":1369779099972,"actionName":"pageNav","targetId":"http://www.ejemplo_web.es/app/catalog.do","targetType":"page","sourceId":"1000019905492"}
ID-0000000000-1@1000019905492@{"sourceType":"user","date":"2013-06-01","ts":1369779089571,"actionName":"pageNav","targetId":"http://www.ejemplo_web.es/app/catalog.do","targetType":"page","sourceId":"1000019905492"}
ID-0000000000-1@1000019905492@{"sourceType":"user","date":"2013-06-01","ts":1369779056653,"actionName":"pageNav","targetId":"http://www.ejemplo_web.es/app/catalog.do","targetType":"page","sourceId":"1000019905492"}
ID-0000000000-1@1000019905492@{"sourceType":"user","date":"2013-06-01","ts":1369778948410,"actionName":"productNav","targetId":"24002","targetType":"product","sourceId":"1000019905492"}
ID-0000000000-1@1000019905492@{"sourceType":"user","date":"2013-06-01","ts":1369778926393,"actionName":"productNav","targetId":"25114","targetType":"product","sourceId":"1000019905492"}
ID-0000000000-1@1000019905492@{"sourceType":"user","date":"2013-06-01","ts":1369778876021,"actionName":"pageNav","targetId":"http://www.ejemplo_web.es/app/catalog.do?action=SubmitCatalogSearch&mainCategoryId58&subCategoryId423&makeId&sortingList9&minPrice&maxPrice&startIndex&endIndex","targetType":"page","sourceId":"1000019905492"}
ID-0000000000-1@1000019905492@{"sourceType":"user","date":"2013-06-01","ts":1369778848575,"actionName":"pageNav","targetId":"http://www.ejemplo_web.es/app/catalog.do?action=SubmitCatalogSearch&mainCategoryId32&subCategoryId365&makeId&sortingList9&minPrice&maxPrice&startIndex&endIndex","targetType":"page","sourceId":"1000019905492"}
ID-0000000000-2@1000019954353@{"sourceType":"user","date":"2013-06-01","ts":1369929850298,"actionName":"pageNav","targetId":"http://www.ejemplo_web.es/app/catalog.do?action=ShowCatalogSearch&mainCategoryId466","targetType":"page","sourceId":"1000019954353"}
ID-0000000000-5@1000019954353@{"sourceType":"user","date":"2013-06-01","ts":1369929849100,"actionName":"pageNav","targetId":"http://www.ejemplo_web.es/app/catalog.do?action=ShowCatalogSearch&mainCategoryId466","targetType":"page","sourceId":"1000019954353"}
ID-0000000000-6@1000019825514@{"sourceType":"user","date":"2013-06-01","ts":1369636706148,"actionName":"productNav","targetId":"23288","targetType":"product","sourceId":"1000019825514"}
ID-0000000000-7@1000019823366@{"sourceType":"user","date":"2013-06-01","ts":1369636651683,"actionName":"productNav","targetId":"24997","targetType":"product","sourceId":"1000019823366"}
ID-0000000000-8@1000019756526@{"sourceType":"user","date":"2012-11-11","ts":1369329233632,"actionName":"pageNav","targetId":"http://www.ejemplo_web.es/app/catalog.do?action=ZoomProductImage&productId=14094&resourceType=iewone","targetType":"page","sourceId":"1000019756526"}
ID-0000000000-1@1000019739667@{"sourceType":"user","date":"2013-06-03","ts":1369327861193,"actionName":"productNav","targetId":"22751","targetType":"product","sourceId":"1000019739667"}
ID-0000000000-8@1000007883385@{"sourceType":"user","date":"2013-06-01","ts":1369729179521,"actionName":"productNav","targetId":"20927","targetType":"product","sourceId":"1000007883385"}
ID-0000000000-1@1000007883385@{"sourceType":"user","date":"2013-06-01","ts":1369729124324,"actionName":"pageNav","targetId":"http://www.ejemplo_web.es/app/catalog.do","targetType":"page","sourceId":"1000007883385"}
ID-0000000000-5@1000007883385@{"sourceType":"user","date":"2013-06-01","ts":1369729084140,"actionName":"pageNav","targetId":"http://www.ejemplo_web.es/app/catalog.do","targetType":"page","sourceId":"1000007883385"}
ID-0000000000-4@1000007883385@{"sourceType":"user","date":"2013-06-15","ts":1369729081374,"actionName":"productNav","targetId":"24424","targetType":"product","sourceId":"1000007883385"}
